HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url1,Input.image_url2,Answer.taskAnswers,Approve,Reject
3YGYP13641O4ESNR4QMEZ91G74CRNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,33TIN5LC05PU8BTD7D05EOVGX9NY90,A1LK8J9O8U4TK9,Submitted,Thu Nov 12 16:34:50 PST 2020,Thu Nov 12 16:35:01 PST 2020,Sun Nov 15 16:35:01 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/38_Ours.png,https://yzhouas.github.io/MHIP/All_box/38_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3YGYP13641O4ESNR4QMEZ91G74CRNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,352YTHGROWS7PAXCGI0QBGPXLLR4H6,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 16:00:36 PST 2020,Thu Nov 12 16:00:44 PST 2020,Sun Nov 15 16:00:44 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/38_Ours.png,https://yzhouas.github.io/MHIP/All_box/38_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3YGYP13641O4ESNR4QMEZ91G74CRNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,35DR22AR5EZJT4ENL8DT4XLLVBL3XK,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:40:49 PST 2020,Thu Nov 12 16:41:09 PST 2020,Sun Nov 15 16:41:09 PST 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/38_Ours.png,https://yzhouas.github.io/MHIP/All_box/38_APAP.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3YGYP13641O4ESNR4QMEZ91G74CRNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,37Q970SNZFNFNKE94UTNHWPWIC11SE,AGSLBIXQFSPUY,Submitted,Thu Nov 12 16:16:03 PST 2020,Thu Nov 12 16:16:21 PST 2020,Sun Nov 15 16:16:21 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/38_Ours.png,https://yzhouas.github.io/MHIP/All_box/38_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3YGYP13641O4ESNR4QMEZ91G74CRNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,37ZHEEHM6X1PEP8W3V9VAY8XTIW73J,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 15:42:32 PST 2020,Thu Nov 12 15:42:46 PST 2020,Sun Nov 15 15:42:46 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/38_Ours.png,https://yzhouas.github.io/MHIP/All_box/38_APAP.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3YGYP13641O4ESNR4QMEZ91G74CRNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3VSOLARPKCOTS8WPIS7FOUZ3O7H39M,A1FNNL4YJGBU8U,Submitted,Thu Nov 12 15:22:32 PST 2020,Thu Nov 12 15:24:40 PST 2020,Sun Nov 15 15:24:40 PST 2020,,,,128,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/38_Ours.png,https://yzhouas.github.io/MHIP/All_box/38_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,308Q0PEVB9S8IBE83VE2S01S7QK9I0,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 15:59:35 PST 2020,Thu Nov 12 15:59:38 PST 2020,Sun Nov 15 15:59:38 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,39ZSFO5CA9B2XEMHJOUT0X36XQNUJS,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:27:38 PST 2020,Thu Nov 12 16:28:02 PST 2020,Sun Nov 15 16:28:02 PST 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3BDCF01OGY9P9DUMWA3VJXMBX3AYL3,AVYMEI908YXCT,Submitted,Thu Nov 12 17:06:39 PST 2020,Thu Nov 12 17:07:11 PST 2020,Sun Nov 15 17:07:11 PST 2020,,,,32,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3EO896NRAXANX17SJJ4JV1H4ECJTJ3,A2W2AP0ULMY38G,Submitted,Thu Nov 12 16:41:41 PST 2020,Thu Nov 12 16:42:35 PST 2020,Sun Nov 15 16:42:35 PST 2020,,,,54,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3JNQLM5FT51Z8S1F3PW0ATL6INZL2R,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 15:33:57 PST 2020,Thu Nov 12 15:34:19 PST 2020,Sun Nov 15 15:34:19 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3R3YRB5GRGIRWLJDPIHG7Y0N72JAUG,A1U25HALON1LY6,Submitted,Thu Nov 12 15:27:42 PST 2020,Thu Nov 12 15:28:09 PST 2020,Sun Nov 15 15:28:09 PST 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3FHTJGYT8NFDSNQQ4U5U4US45A2GPG,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3UWN2HHPUZKI1RLY9HRLE32ZLD6SND,A9IQ8ED0WSB77,Submitted,Thu Nov 12 16:22:58 PST 2020,Thu Nov 12 16:23:05 PST 2020,Sun Nov 15 16:23:05 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/77_OPN.png,https://yzhouas.github.io/MHIP/All_box/77_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,34QN5IT0T06XXBEIUDJIM06L1QO80I,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:17:40 PST 2020,Thu Nov 12 16:19:00 PST 2020,Sun Nov 15 16:19:00 PST 2020,,,,80,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3907X2AHF1KPZDGDVHP7RAUQNYBP26,A9IQ8ED0WSB77,Submitted,Thu Nov 12 16:37:54 PST 2020,Thu Nov 12 16:38:08 PST 2020,Sun Nov 15 16:38:08 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3DI28L7YXBTED19R3Z9ISFLHHLYE1W,A34JT9RNHPBH31,Submitted,Thu Nov 12 16:51:44 PST 2020,Thu Nov 12 16:52:03 PST 2020,Sun Nov 15 16:52:03 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3OVR4I9USQYK23WFZ8NKKUHYC7H4QU,A1U25HALON1LY6,Submitted,Thu Nov 12 15:24:55 PST 2020,Thu Nov 12 15:25:18 PST 2020,Sun Nov 15 15:25:18 PST 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3R2UR8A0IBV8FT7946XLS0JWQ2MOX5,A192XQ8Q1JJ4XO,Submitted,Thu Nov 12 17:09:29 PST 2020,Thu Nov 12 17:12:30 PST 2020,Sun Nov 15 17:12:30 PST 2020,,,,181,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3TE22NPXPCRDDY9H1BG7HRGTGG744M,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 16:10:30 PST 2020,Thu Nov 12 16:10:37 PST 2020,Sun Nov 15 16:10:37 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
378G7J1SJLD5SIR0ALT1WLFOLRQWEA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3URFVVM166XSXTRL1AXFORRWGO1ZUJ,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 16:34:01 PST 2020,Thu Nov 12 16:34:10 PST 2020,Sun Nov 15 16:34:10 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/67_APAP.png,https://yzhouas.github.io/MHIP/All_box/67_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,31UV0MXWNRRPHOCW051LGKWQLU6I5N,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:29:35 PST 2020,Thu Nov 12 16:29:46 PST 2020,Sun Nov 15 16:29:46 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3DBQWDE4Y7DHVPNNXLEDLSS77T45NU,A191V7PT3DQKDP,Submitted,Thu Nov 12 16:50:27 PST 2020,Thu Nov 12 16:50:58 PST 2020,Sun Nov 15 16:50:58 PST 2020,,,,31,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3M23Y66PO3MAU6F6A054CSGDQNBS6X,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 15:44:30 PST 2020,Thu Nov 12 15:44:54 PST 2020,Sun Nov 15 15:44:54 PST 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3Q5ZZ9ZEVPUWSI0JRJPU3V2CIYU58V,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 15:48:55 PST 2020,Thu Nov 12 15:49:13 PST 2020,Sun Nov 15 15:49:13 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3Q8GYXHFEQHY4LQW8V5Z5HYV8PP5CB,A1ZQSTHC4A4XNG,Submitted,Thu Nov 12 16:44:30 PST 2020,Thu Nov 12 16:44:39 PST 2020,Sun Nov 15 16:44:39 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3WT783CTPCW0T17595WC83YNILBCBJ,A1LK8J9O8U4TK9,Submitted,Thu Nov 12 16:46:19 PST 2020,Thu Nov 12 16:46:27 PST 2020,Sun Nov 15 16:46:27 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
351S7I5UG9BNG44EWLD5XIFPXNIJNR,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:56 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:56 PST 2020,,,3Y54SXRO1M0WBHIMVI8X23QFVSLUT4,A9IQ8ED0WSB77,Submitted,Thu Nov 12 17:04:32 PST 2020,Thu Nov 12 17:04:44 PST 2020,Sun Nov 15 17:04:44 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/47_DVI.png,https://yzhouas.github.io/MHIP/All_box/47_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
32TZXEA1OLZUZFE4ORS3U9D3CPO14B,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,37UQDCYH6YA9QYAFN5F1TT0GK2XV7C,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 16:33:42 PST 2020,Thu Nov 12 16:34:00 PST 2020,Sun Nov 15 16:34:00 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/17_APAP.png,https://yzhouas.github.io/MHIP/All_box/17_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
32TZXEA1OLZUZFE4ORS3U9D3CPO14B,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3HUTX6F6VV27ED4CGHCS2AP0DT92OW,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 16:00:59 PST 2020,Thu Nov 12 16:01:03 PST 2020,Sun Nov 15 16:01:03 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/17_APAP.png,https://yzhouas.github.io/MHIP/All_box/17_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
32TZXEA1OLZUZFE4ORS3U9D3CPO14B,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3K2755HG5TI0BAPZE3DJBZ7QIJIDF5,AVYMEI908YXCT,Submitted,Thu Nov 12 17:00:32 PST 2020,Thu Nov 12 17:01:31 PST 2020,Sun Nov 15 17:01:31 PST 2020,,,,59,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/17_APAP.png,https://yzhouas.github.io/MHIP/All_box/17_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
32TZXEA1OLZUZFE4ORS3U9D3CPO14B,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3LS2AMNW5G5O6W6XIS2TYSN3TZVOQ4,A7EP668Z0WF6G,Submitted,Thu Nov 12 16:47:16 PST 2020,Thu Nov 12 16:47:55 PST 2020,Sun Nov 15 16:47:55 PST 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/17_APAP.png,https://yzhouas.github.io/MHIP/All_box/17_Ours.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
32TZXEA1OLZUZFE4ORS3U9D3CPO14B,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3M23Y66PO3MAU6F6A054CSGDQNL6SL,A1LK8J9O8U4TK9,Submitted,Thu Nov 12 16:40:29 PST 2020,Thu Nov 12 16:40:34 PST 2020,Sun Nov 15 16:40:34 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/17_APAP.png,https://yzhouas.github.io/MHIP/All_box/17_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
32TZXEA1OLZUZFE4ORS3U9D3CPO14B,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:02 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:02 PST 2020,,,3U4J9857OFQUHKC9IOO1SH69HAI7BJ,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:33:22 PST 2020,Thu Nov 12 16:33:42 PST 2020,Sun Nov 15 16:33:42 PST 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/17_APAP.png,https://yzhouas.github.io/MHIP/All_box/17_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
